datetime,latitude,longitude,type,severity,zone
2025-01-28 09:05:47.009516,-8.098224497036837,-34.90297282900724,Homicídio,1,Centro
2024-12-14 12:40:47.009516,-8.044460984244031,-34.918084619673515,Roubo,2,Casa Forte
2025-06-30 20:06:47.009516,-8.042203516172547,-34.88703211148098,Agressão,4,Imbiribeira
2025-08-04 18:20:47.009516,-8.02654531384668,-34.88589867437895,Homicídio,4,Centro
2024-09-29 19:39:47.009516,-8.087108521326343,-34.92122877684466,Roubo,3,Várzea
2025-07-05 07:46:47.009516,-8.08961369839253,-34.92136521592528,Roubo,2,Várzea
2025-08-30 01:43:47.009516,-8.034341753031494,-34.90331996105672,Tráfico,1,Santo Amaro
2024-12-02 05:54:47.009516,-8.041090459803005,-34.926899266819454,Homicídio,5,Imbiribeira
2024-11-18 21:22:47.009516,-8.042485214489625,-34.874740489136435,Tráfico,4,Santo Amaro
2024-12-13 06:05:47.009516,-8.03960655371509,-34.91107621601342,Agressão,3,Boa Viagem
2025-07-31 04:32:47.009516,-8.070400741647356,-34.98720964657965,Roubo,4,Várzea
2025-03-19 04:30:47.009516,-8.043032389085171,-34.91124466169865,Homicídio,4,Imbiribeira
2025-08-15 06:19:47.009516,-8.04120782580104,-34.93115631462532,Homicídio,3,Casa Forte
2025-06-02 06:44:47.009516,-8.071430542540792,-34.94893827446383,Furto,4,Várzea
2024-10-21 00:27:47.009516,-7.994026764665658,-34.93712279914668,Agressão,4,Centro
2025-04-29 05:49:47.009516,-8.035785012372648,-34.89671774584501,Roubo,1,Centro
2024-09-26 08:36:47.009516,-8.08573910491608,-34.86014077515255,Agressão,5,Centro
2024-11-30 18:03:47.009516,-8.030303391740986,-34.89060446578405,Furto,3,Afogados
2024-12-16 21:15:47.009516,-8.07924045010682,-34.91819510164647,Furto,3,Imbiribeira
2025-07-04 20:14:47.009516,-8.026387461887728,-34.88632287414488,Homicídio,2,Imbiribeira
2025-07-08 21:54:47.009516,-8.015242132629778,-34.91377270930657,Furto,5,Várzea
2024-11-02 20:44:47.009516,-8.074620469550553,-34.92083801107489,Agressão,4,Imbiribeira
2024-12-10 14:49:47.009516,-8.02109871612267,-34.93463088004699,Roubo,1,Santo Amaro
2025-04-02 16:22:47.009516,-8.037616572191906,-34.95255486420255,Tráfico,2,Centro
2024-12-09 10:55:47.009516,-8.025338195200167,-34.91169771119678,Agressão,3,Centro
2024-10-16 07:10:47.009516,-7.993096210520382,-34.89525839530239,Furto,5,Imbiribeira
2024-10-15 09:00:47.009516,-8.057361643480087,-34.902898710100445,Furto,1,Várzea
2025-09-09 05:29:47.009516,-8.072612084930725,-34.91247900783842,Homicídio,3,Afogados
2024-11-16 09:36:47.009516,-8.076685432888766,-34.9283723818209,Homicídio,4,Afogados
2025-07-08 11:26:47.009516,-8.074474308548965,-34.88175261424945,Homicídio,2,Boa Viagem
2024-12-13 05:42:47.009516,-8.052313051282423,-34.93951395759839,Agressão,5,Centro
2024-12-17 03:43:47.009516,-8.0397654407555,-34.87671916258469,Tráfico,2,Imbiribeira
2025-04-23 21:58:47.009516,-8.0416992760201,-34.9300665105678,Homicídio,4,Afogados
2025-03-14 11:38:47.009516,-8.02518450252892,-34.92257305712059,Roubo,4,Várzea
2025-09-02 21:38:47.009516,-8.049609943243663,-34.94400355571847,Roubo,3,Santo Amaro
2025-01-30 05:57:47.009516,-8.006393977685281,-34.91504206440657,Homicídio,2,Boa Viagem
2025-09-19 01:11:47.009516,-8.057939704997139,-34.870740626245656,Homicídio,2,Várzea
2024-10-14 13:01:47.009516,-7.968394925002312,-34.88453115734668,Tráfico,2,Afogados
2025-01-05 12:09:47.009516,-8.031229979567051,-34.87064733663916,Tráfico,2,Várzea
2025-02-28 05:01:47.009516,-8.075714726692489,-34.88433572362198,Agressão,1,Casa Forte
2024-10-07 18:59:47.009516,-8.082126774941834,-34.93311009485591,Agressão,3,Várzea
2025-04-17 08:04:47.009516,-8.035525827542704,-34.909923676729825,Roubo,5,Casa Forte
2024-10-30 06:09:47.009516,-8.056703883559777,-34.92340597387352,Tráfico,1,Santo Amaro
2025-08-19 14:12:47.009516,-8.028579985177238,-34.860082752878824,Agressão,2,Afogados
2025-09-07 15:08:47.009516,-8.035802871262794,-34.935903659392785,Agressão,4,Imbiribeira
2024-10-09 01:43:47.009516,-8.052184867379706,-34.87318906931832,Homicídio,4,Centro
2025-02-05 03:24:47.009516,-8.075403811542053,-34.87321138389674,Tráfico,2,Casa Forte
2025-02-06 22:53:47.009516,-8.095445416740576,-34.845111393948514,Agressão,1,Casa Forte
2025-07-27 11:09:47.009516,-8.06339544856201,-34.912290597778885,Homicídio,1,Santo Amaro
2025-03-04 11:25:47.009516,-8.024308036170297,-34.87863033521259,Roubo,3,Boa Viagem
2025-06-13 01:11:47.009516,-8.043577187676094,-34.83155044490383,Furto,4,Centro
2025-07-17 04:03:47.009516,-8.08737216336136,-34.91852925030801,Tráfico,2,Casa Forte
2024-10-17 20:14:47.009516,-8.044804572224466,-34.94605120742597,Roubo,1,Imbiribeira
2024-09-25 14:46:47.009516,-8.038440478608136,-34.95640030101723,Roubo,1,Afogados
2025-06-27 19:33:47.009516,-8.076515723086034,-34.87861863913416,Tráfico,5,Santo Amaro
2025-09-03 04:10:47.009516,-8.045388246821634,-34.956494506241754,Furto,3,Santo Amaro
2025-05-03 00:29:47.009516,-8.04825373844662,-34.91116957158814,Homicídio,5,Casa Forte
2025-03-13 17:07:47.009516,-8.08428910893492,-34.88688060438883,Roubo,4,Santo Amaro
2025-08-30 01:33:47.009516,-8.039266379189552,-34.8944447338951,Roubo,2,Centro
2025-02-25 14:06:47.009516,-8.033176464208953,-34.88723665407447,Furto,4,Boa Viagem
2025-09-01 11:07:47.009516,-8.017508462704743,-34.893331304325976,Homicídio,2,Santo Amaro
2025-04-19 20:05:47.009516,-8.018385938438954,-34.861634025600594,Roubo,1,Afogados
2025-07-05 01:59:47.009516,-8.091330081038713,-34.92856949142216,Furto,1,Casa Forte
2025-04-28 19:11:47.009516,-8.078134751197455,-34.92030985415376,Tráfico,2,Santo Amaro
2025-09-06 21:44:47.009516,-8.034548941983742,-34.92317978335812,Furto,4,Casa Forte
2024-12-23 17:23:47.009516,-8.034586421472634,-34.87509424564412,Furto,4,Imbiribeira
2025-02-26 10:22:47.009516,-8.03454856941082,-34.87298804234815,Agressão,3,Afogados
2024-09-25 07:05:47.009516,-7.934418055280359,-34.88646324042044,Roubo,5,Afogados
2025-01-10 11:37:47.009516,-8.032873284679205,-34.8644951899933,Homicídio,2,Boa Viagem
2025-07-18 17:28:47.009516,-8.015933030794583,-34.93534122602129,Tráfico,4,Santo Amaro
2025-03-08 12:15:47.009516,-8.021379947095205,-34.84998327665346,Agressão,1,Centro
2025-05-09 19:00:47.009516,-8.030458262460828,-34.854302841348634,Furto,4,Santo Amaro
2025-06-13 13:37:47.009516,-8.059458077339212,-34.877931340082625,Tráfico,4,Imbiribeira
2024-12-20 18:52:47.009516,-8.027230923385202,-34.84654603273687,Homicídio,3,Santo Amaro
2025-02-17 14:29:47.009516,-8.073184756436127,-34.949698696230335,Tráfico,4,Casa Forte
2025-08-15 17:08:47.009516,-8.057104558202202,-34.91573344408788,Tráfico,3,Várzea
2024-11-11 05:30:47.009516,-8.064560906434874,-34.92205910382046,Roubo,1,Afogados
2025-03-02 05:38:47.009516,-8.047543775818411,-34.87835562028728,Homicídio,1,Imbiribeira
2025-01-04 01:48:47.009516,-7.980560242999795,-34.93150422218806,Furto,1,Centro
2024-10-18 05:17:47.009516,-8.106017955777753,-34.877275145519874,Roubo,1,Santo Amaro
2025-08-03 00:16:47.009516,-8.029412194288765,-34.858883915680096,Roubo,1,Boa Viagem
2025-04-25 18:23:47.009516,-8.09838147613569,-34.87914391299748,Furto,4,Afogados
2025-01-02 20:31:47.009516,-8.064157955973684,-34.891487469290155,Agressão,5,Centro
2025-04-09 13:12:47.009516,-8.01733148209098,-34.92963620022702,Homicídio,2,Santo Amaro
2025-01-27 02:28:47.009516,-8.048071599427137,-34.92540552898376,Tráfico,1,Várzea
2025-09-11 22:44:47.009516,-8.08233234333788,-34.862511432841096,Agressão,5,Boa Viagem
2024-11-18 11:01:47.009516,-8.0714591112778,-34.87661952988284,Homicídio,5,Santo Amaro
2024-12-24 20:20:47.009516,-8.02961206753196,-34.901170585581326,Homicídio,5,Casa Forte
2025-05-19 23:22:47.009516,-8.071910998951514,-34.912537286372974,Tráfico,4,Santo Amaro
2025-01-30 01:16:47.009516,-8.043506242312542,-34.96077423619334,Agressão,3,Afogados
2024-12-02 12:29:47.009516,-8.048632844802887,-34.93212557256053,Agressão,1,Centro
2025-06-23 15:25:47.009516,-8.069548010428175,-34.84265742738581,Agressão,5,Imbiribeira
2025-03-06 12:26:47.009516,-7.985681677320241,-34.93841366713007,Tráfico,2,Casa Forte
2025-06-10 11:40:47.009516,-8.03098242933046,-34.89431560536337,Tráfico,4,Casa Forte
2025-07-02 12:44:47.009516,-8.110754277599728,-34.869776680804144,Homicídio,4,Boa Viagem
2024-12-15 21:42:47.009516,-8.044406370556917,-34.937647680040065,Agressão,4,Várzea
2025-05-26 12:03:47.009516,-8.069853593943053,-34.89445868575657,Furto,3,Imbiribeira
2025-01-29 18:04:47.009516,-8.024426999956114,-34.871862533874676,Homicídio,5,Centro
2025-06-18 13:27:47.009516,-8.073775622152981,-34.89962502034278,Furto,2,Centro
2025-01-25 06:15:47.009516,-8.053442093244009,-34.81394790832999,Homicídio,1,Afogados
2024-11-03 20:05:47.009516,-8.034850381630587,-34.95005797776634,Furto,3,Boa Viagem
2025-01-23 06:08:47.009516,-8.024027344174897,-34.86823814410348,Tráfico,1,Boa Viagem
2025-03-07 14:52:47.009516,-8.086008892211675,-34.90518405212189,Homicídio,5,Várzea
2024-12-04 02:01:47.009516,-8.06003503707523,-34.8768423953549,Homicídio,2,Santo Amaro
2025-04-09 19:56:47.009516,-8.06424835933483,-34.88676078544902,Roubo,4,Afogados
2025-09-21 03:51:47.009516,-8.069599876977213,-34.9219946859133,Furto,1,Boa Viagem
2025-04-25 11:08:47.009516,-7.997036372791568,-34.89313010822622,Homicídio,4,Centro
2025-06-29 12:13:47.009516,-8.037850548671171,-34.955737043541944,Homicídio,5,Boa Viagem
2024-10-26 04:40:47.009516,-8.087826518630052,-34.88190257498286,Tráfico,5,Santo Amaro
2025-04-28 10:44:47.009516,-8.022464141588358,-34.89105524602028,Furto,5,Afogados
2025-07-21 19:48:47.009516,-7.986335314089621,-34.8808401949407,Agressão,4,Várzea
2025-07-16 10:17:47.009516,-8.019026042183466,-34.86825645024739,Furto,1,Santo Amaro
2024-09-28 09:06:47.009516,-8.095581098978622,-34.88897140479371,Agressão,5,Afogados
2025-04-12 11:21:47.009516,-8.064527022185988,-34.89555731740605,Homicídio,5,Imbiribeira
2025-07-01 17:44:47.009516,-8.011992665524401,-34.92643205009984,Furto,5,Várzea
2025-01-15 13:01:47.009516,-8.071230083968564,-34.92136662290947,Furto,1,Afogados
2025-02-11 11:18:47.009516,-8.036685417155613,-34.86439796139468,Furto,2,Várzea
2024-10-09 10:08:47.009516,-8.026760978397121,-34.85690993782882,Furto,1,Boa Viagem
2025-09-02 19:38:47.009516,-8.077807914147343,-34.90714331308936,Furto,2,Centro
2025-04-20 20:57:47.009516,-8.051785760681854,-34.8986199175824,Roubo,5,Várzea
2025-05-22 02:26:47.009516,-8.147238020202073,-34.92713843124981,Roubo,2,Santo Amaro
2025-06-24 22:45:47.009516,-8.080731629240029,-34.86481729464197,Homicídio,1,Casa Forte
2025-04-14 16:23:47.009516,-8.057577044541796,-34.880037495289244,Agressão,5,Santo Amaro
2025-08-29 21:52:47.009516,-8.087433495458946,-34.84176347690609,Furto,4,Casa Forte
2025-08-20 10:55:47.009516,-8.001027660882052,-34.92634969231539,Tráfico,3,Imbiribeira
2025-05-19 02:50:47.009516,-8.09290424133882,-34.911340236970545,Homicídio,1,Casa Forte
2025-02-05 10:07:47.009516,-8.06320133460091,-34.89305662232423,Homicídio,1,Várzea
2025-01-11 12:07:47.009516,-8.046077782681419,-34.88060531386822,Furto,2,Boa Viagem
2025-03-16 10:04:47.009516,-8.006761801328016,-34.906470029126424,Furto,5,Centro
2025-04-28 06:40:47.009516,-8.093075864535384,-34.926188832713606,Agressão,2,Casa Forte
2024-11-05 12:48:47.009516,-8.015105087435352,-34.873557774132294,Roubo,2,Imbiribeira
2025-06-27 23:09:47.009516,-8.049693008169413,-34.87836593912363,Homicídio,1,Afogados
2025-01-17 17:51:47.009516,-8.07944525953144,-34.92748822301691,Homicídio,5,Afogados
2025-08-23 23:35:47.009516,-8.036136895772103,-34.85933671596683,Furto,3,Santo Amaro
2024-10-10 04:59:47.009516,-8.044028209132797,-34.8648940387241,Homicídio,1,Várzea
2024-10-05 16:56:47.009516,-8.068006506314765,-34.895971105082566,Tráfico,1,Centro
2025-01-25 02:17:47.009516,-8.0479059374503,-34.897612064128715,Agressão,1,Casa Forte
2025-09-02 01:23:47.009516,-8.061559407905854,-34.88337826686652,Furto,5,Imbiribeira
2025-01-14 12:31:47.009516,-8.046594479642463,-34.925851092107685,Agressão,3,Boa Viagem
2025-02-03 08:57:47.009516,-8.03013607976437,-34.89909905562508,Homicídio,3,Várzea
2025-08-01 17:34:47.009516,-8.00241949551564,-34.964571506338274,Roubo,5,Afogados
2024-11-22 03:06:47.009516,-8.087134464964807,-34.87370633063491,Roubo,2,Várzea
2024-11-19 15:48:47.009516,-7.986008998760313,-34.946844796673254,Tráfico,4,Santo Amaro
2025-03-03 16:30:47.009516,-8.108562633985676,-34.85489740514713,Tráfico,1,Afogados
2025-04-05 10:32:47.009516,-8.054553552851068,-34.90990360281899,Furto,2,Santo Amaro
2025-01-04 00:24:47.009516,-8.032350483805464,-34.90635000945793,Tráfico,3,Casa Forte
2025-09-13 18:02:47.009516,-8.04157024396795,-34.91883201718253,Homicídio,1,Imbiribeira
2024-11-16 20:36:47.009516,-8.068680985594618,-34.90864116621766,Furto,5,Boa Viagem
2025-02-26 19:25:47.009516,-8.056243667510719,-34.85744405964556,Roubo,3,Casa Forte
2024-11-25 16:37:47.009516,-8.064790028039766,-34.97463425969605,Agressão,5,Santo Amaro
2024-10-16 09:21:47.009516,-8.067680942708327,-34.861691038417355,Agressão,4,Imbiribeira
