bairro,dia_semana,hora_dia,tipo,pred_count
Candeias,Sunday,13,Violência doméstica,1.726803753143023
Candeias,Sunday,13,Vandalismo,1.7505025655523694
Candeias,Sunday,13,Estupro,1.7145593409050515
Candeias,Sunday,13,Lesão corporal,1.7275875046601454
Candeias,Sunday,13,Sequestro,1.711363729317252
Candeias,Sunday,13,Latrocínio,1.7370713713319177
Candeias,Sunday,13,Furto,1.7228729504804488
Candeias,Sunday,14,Homicídio,1.7507609322872515
Candeias,Sunday,14,Roubo,1.7455536348779297
Candeias,Sunday,14,Tráfico de drogas,1.7050167624607764
Candeias,Sunday,14,Violência doméstica,1.7293334970442078
Candeias,Sunday,14,Vandalismo,1.753067027889884
Candeias,Sunday,14,Estupro,1.7170711469096303
Candeias,Sunday,14,Lesão corporal,1.730118396746593
Candeias,Sunday,14,Sequestro,1.7138708537945235
Candeias,Sunday,14,Latrocínio,1.7396161571534399
Candeias,Sunday,14,Furto,1.7253969358094483
Candeias,Sunday,15,Homicídio,1.7533257731285024
Candeias,Sunday,15,Roubo,1.7481108470996347
Candeias,Sunday,15,Tráfico de drogas,1.707514588718336
Candeias,Sunday,15,Violência doméstica,1.7318669469856383
Candeias,Sunday,15,Vandalismo,1.7556352471296794
Candeias,Sunday,15,Estupro,1.7195866326756815
Candeias,Sunday,15,Lesão corporal,1.7326529965553614
Candeias,Sunday,15,Sequestro,1.7163816511748937
Candeias,Sunday,15,Latrocínio,1.7421646710514156
Candeias,Sunday,15,Furto,1.7279246187424637
Candeias,Sunday,16,Homicídio,1.7558943714265363
Candeias,Sunday,16,Roubo,1.7506718056022996
Candeias,Sunday,16,Tráfico de drogas,1.7100160742572295
Candeias,Sunday,16,Violência doméstica,1.7344041083966126
Candeias,Sunday,16,Vandalismo,1.7582072287755657
Candeias,Sunday,16,Estupro,1.7221058035940051
Candeias,Sunday,16,Lesão corporal,1.735191309518214
Candeias,Sunday,16,Sequestro,1.7188961268391156
Candeias,Sunday,16,Latrocínio,1.7447169184874256
Candeias,Sunday,16,Furto,1.7304560046964348
Candeias,Sunday,17,Homicídio,1.7584667326859764
Candeias,Sunday,17,Roubo,1.7532365158741747
Candeias,Sunday,17,Tráfico de drogas,1.7125212244382542
Candeias,Sunday,17,Violência doméstica,1.7369449867143834
Candeias,Sunday,17,Vandalismo,1.7607829783394164
Candeias,Sunday,17,Estupro,1.7246286650632994
Candeias,Sunday,17,Lesão corporal,1.7377333410748705
Candeias,Sunday,17,Sequestro,1.7214142861758248
Candeias,Sunday,17,Latrocínio,1.7472729049310525
Candeias,Sunday,17,Furto,1.7329910990962365
Candeias,Sunday,18,Homicídio,1.7610428624195098
Candeias,Sunday,18,Roubo,1.755804983411551
Candeias,Sunday,18,Tráfico de drogas,1.7150300446300604
Candeias,Sunday,18,Violência doméstica,1.739489587384168
Candeias,Sunday,18,Vandalismo,1.76336250134118
Candeias,Sunday,18,Estupro,1.72715522249017
Candeias,Sunday,18,Lesão corporal,1.7402790966730204
Candeias,Sunday,18,Sequestro,1.723936134581551
Candeias,Sunday,18,Latrocínio,1.749832635859891
Candeias,Sunday,18,Furto,1.7355299073746913
Candeias,Sunday,19,Homicídio,1.7636227661478994
Candeias,Sunday,19,Roubo,1.7583772137187705
Candeias,Sunday,19,Tráfico de drogas,1.7175425402091642
Candeias,Sunday,19,Violência doméstica,1.7420379158591612
Candeias,Sunday,19,Vandalismo,1.7659458033088913
Candeias,Sunday,19,Estupro,1.7296854812891458
Candeias,Sunday,19,Lesão corporal,1.7428285817683327
Candeias,Sunday,19,Sequestro,1.7264616774607298
Candeias,Sunday,19,Latrocínio,1.752396116759561
Candeias,Sunday,19,Furto,1.7380724349725807
Candeias,Sunday,20,Homicídio,1.766206449399996
Candeias,Sunday,20,Roubo,1.7609532123082403
Candeias,Sunday,20,Tráfico de drogas,1.7200587165599572
Candeias,Sunday,20,Violência doméstica,1.7445899776005467
Candeias,Sunday,20,Vandalismo,1.768532889778684
Candeias,Sunday,20,Estupro,1.732219446882685
Candeias,Sunday,20,Lesão corporal,1.7453818018244707
Candeias,Sunday,20,Sequestro,1.7289909202257145
Candeias,Sunday,20,Latrocínio,1.7549633531237185
Candeias,Sunday,20,Furto,1.7406186873386564
Candeias,Sunday,21,Homicídio,1.7687939177127503
Candeias,Sunday,21,Roubo,1.763532984700442
Candeias,Sunday,21,Tráfico de drogas,1.7225785790747206
Candeias,Sunday,21,Violência doméstica,1.747145778077509
Candeias,Sunday,21,Vandalismo,1.7711237662948018
Candeias,Sunday,21,Estupro,1.734757124701192
Candeias,Sunday,21,Lesão corporal,1.7479387623131004
Candeias,Sunday,21,Sequestro,1.7315238682967873
Candeias,Sunday,21,Latrocínio,1.7575343504540677
Candeias,Sunday,21,Furto,1.7431686699296536
Candeias,Sunday,22,Homicídio,1.7713851766312245
Candeias,Sunday,22,Roubo,1.7661165364239448
Candeias,Sunday,22,Tráfico de drogas,1.725102133153633
Candeias,Sunday,22,Violência doméstica,1.7497053227672443
Candeias,Sunday,22,Vandalismo,1.7737184384096107
Candeias,Sunday,22,Estupro,1.7372985201830244
Candeias,Sunday,22,Lesão corporal,1.7504994687139048
Candeias,Sunday,22,Sequestro,1.734060527102171
Candeias,Sunday,22,Latrocínio,1.7601091142603724
Candeias,Sunday,22,Furto,1.7457223882103006
Candeias,Sunday,23,Homicídio,1.7739802317086042
Candeias,Sunday,23,Roubo,1.768703873015418
Candeias,Sunday,23,Tráfico de drogas,1.7276293842047865
Candeias,Sunday,23,Violência doméstica,1.7522686171549733
Candeias,Sunday,23,Vandalismo,1.7763169116836115
Candeias,Sunday,23,Estupro,1.7398436387745098
Candeias,Sunday,23,Lesão corporal,1.7530639265145933
Candeias,Sunday,23,Sequestro,1.7366009020780404
Candeias,Sunday,23,Latrocínio,1.7626876500604687
Candeias,Sunday,23,Furto,1.7482798476533314
Candeias,Friday,0,Homicídio,1.7286722317750571
Candeias,Friday,0,Roubo,1.7235306329033433
Candeias,Friday,0,Tráfico de drogas,1.6835051991515217
Candeias,Friday,0,Violência doméstica,1.7075151385250857
Candeias,Friday,0,Vandalismo,1.7309492322258735
Candeias,Friday,0,Estupro,1.6954074979083549
Candeias,Friday,0,Lesão corporal,1.7082901354394098
Candeias,Friday,0,Sequestro,1.692247581703006
Candeias,Friday,0,Latrocínio,1.717668066130335
Candeias,Friday,0,Furto,1.7036282434215262
Candeias,Friday,1,Homicídio,1.7312047129719046
Candeias,Friday,1,Roubo,1.726055581728105
Candeias,Friday,1,Tráfico de drogas,1.6859715112627933
Candeias,Friday,1,Violência doméstica,1.7100166248694386
Candeias,Friday,1,Vandalismo,1.7334850491972658
Candeias,Friday,1,Estupro,1.6978912467246576
Candeias,Friday,1,Lesão corporal,1.7107927571436514
Candeias,Friday,1,Sequestro,1.6947267012852492
Candeias,Friday,1,Latrocínio,1.7201844263748873
Candeias,Friday,1,Furto,1.7061240355176677
Candeias,Friday,2,Homicídio,1.7337409042190988
Candeias,Friday,2,Roubo,1.7285842295683906
Candeias,Friday,2,Tráfico de drogas,1.6884414364876057
Candeias,Friday,2,Violência doméstica,1.7125217758571025
Candeias,Friday,2,Vandalismo,1.7360245811058685
Candeias,Friday,2,Estupro,1.7003786341990357
Candeias,Friday,2,Lesão corporal,1.7132990451544912
Candeias,Friday,2,Sequestro,1.6972094527438026
Candeias,Friday,2,Latrocínio,1.7227044730528114
Candeias,Friday,2,Furto,1.7086234839151244
Candeias,Friday,3,Homicídio,1.7362808109518122
Candeias,Friday,3,Roubo,1.7311165818432082
Candeias,Friday,3,Tráfico de drogas,1.6909149801191201
Candeias,Friday,3,Violência doméstica,1.71503059685673
Candeias,Friday,3,Vandalismo,1.738567833394014
Candeias,Friday,3,Estupro,1.7028696656620728
Candeias,Friday,3,Lesão corporal,1.7158090048430177
Candeias,Friday,3,Sequestro,1.6996958413993153
Candeias,Friday,3,Latrocínio,1.7252282115646818
Candeias,Friday,3,Furto,1.7111265939703277
Candeias,Friday,4,Homicídio,1.7388244386131806
Candeias,Friday,4,Roubo,1.7336526439795028
Candeias,Friday,4,Tráfico de drogas,1.6933921474582534
Candeias,Friday,4,Violência doméstica,1.7175430932448383
Candeias,Friday,4,Vandalismo,1.7411148115120076
Candeias,Friday,4,Estupro,1.7053643464521628
Candeias,Friday,4,Lesão corporal,1.7183226415881887
Candeias,Friday,4,Sequestro,1.7021858725802315
Candeias,Friday,4,Latrocínio,1.7277556473189843
Candeias,Friday,4,Furto,1.7136333710475566
Candeias,Friday,5,Homicídio,1.7413717926543137
Candeias,Friday,5,Roubo,1.7361924214121713
Candeias,Friday,5,Tráfico de drogas,1.695872943813687
Candeias,Friday,5,Violência doméstica,1.7200592704058213
Candeias,Friday,5,Vandalismo,1.743665520918139
Candeias,Friday,5,Estupro,1.7078626819155198
Candeias,Friday,5,Lesão corporal,1.720839960776842
Candeias,Friday,5,Sequestro,1.7046795516228008
Candeias,Friday,5,Latrocínio,1.730286785732129
Candeias,Friday,5,Furto,1.7161438205189479
Candeias,Friday,6,Homicídio,1.743922878534307
Candeias,Friday,6,Roubo,1.7387359195840721
Candeias,Friday,6,Tráfico de drogas,1.6983573745018812
Candeias,Friday,6,Violência doméstica,1.722579133731961
Candeias,Friday,6,Vandalismo,1.7462199670786946
Candeias,Friday,6,Estupro,1.7103646774061905
Candeias,Friday,6,Lesão corporal,1.723360967803707
Candeias,Friday,6,Sequestro,1.7071768838710908
Candeias,Friday,6,Latrocínio,1.7328216322284604
Candeias,Friday,6,Furto,1.7186579477645088
Candeias,Friday,7,Homicídio,1.7464777017202533
Candeias,Friday,7,Roubo,1.7412831439460372
Candeias,Friday,7,Tráfico de drogas,1.7008454448470827
Candeias,Friday,7,Violência doméstica,1.7251026886234389
Candeias,Friday,7,Vandalismo,1.748778155467968
Candeias,Friday,7,Estupro,1.7128703382860644
Candeias,Friday,7,Lesão corporal,1.725885668071416
Candeias,Friday,7,Sequestro,1.7096778746769978
Candeias,Friday,7,Latrocínio,1.7353601922402697
Candeias,Friday,7,Furto,1.7211757581721283
Candeias,Friday,8,Homicídio,1.7490362676872546
Candeias,Friday,8,Roubo,1.7438340999568842
Candeias,Friday,8,Tráfico de drogas,1.7033371601813403
Candeias,Friday,8,Violência doméstica,1.727629940488348
Candeias,Friday,8,Vandalismo,1.7513400915682735
Candeias,Friday,8,Estupro,1.7153796699248873
Candeias,Friday,8,Lesão corporal,1.7284140669905168
Candeias,Friday,8,Sequestro,1.7121825294002588
Candeias,Friday,8,Latrocínio,1.7379024712078062
Candeias,Friday,8,Furto,1.7236972571375886
Candeias,Friday,9,Homicídio,1.7515985819184343
Candeias,Friday,9,Roubo,1.7463887930834279
Candeias,Friday,9,Tráfico de drogas,1.7058325258445124
Candeias,Friday,9,Violência doméstica,1.7301608947427036
Candeias,Friday,9,Vandalismo,1.7539057808699567
Candeias,Friday,9,Estupro,1.71789267770027
Candeias,Friday,9,Lesão corporal,1.7309461699794828
Candeias,Friday,9,Sequestro,1.7146908534084628
Candeias,Friday,9,Latrocínio,1.7404484745792894
Candeias,Friday,9,Furto,1.7262224500645764
Candeias,Friday,10,Homicídio,1.754164649904948
Candeias,Friday,10,Roubo,1.7489472288004912
Candeias,Friday,10,Tráfico de drogas,1.7083315471842817
Candeias,Friday,10,Violência doméstica,1.7326955568104558
Candeias,Friday,10,Vandalismo,1.7564752288714063
Candeias,Friday,10,Estupro,1.7204093669977032
Candeias,Friday,10,Lesão corporal,1.7334819824647258
Candeias,Friday,10,Sequestro,1.7172028520770624
Candeias,Friday,10,Latrocínio,1.74299820781092
Candeias,Friday,10,Furto,1.728751342364695
Candeias,Friday,11,Homicídio,1.7567344771459963
Candeias,Friday,11,Roubo,1.7515094125909187
Candeias,Friday,11,Tráfico de drogas,1.7108342295561638
Candeias,Friday,11,Violência doméstica,1.7352339321235006
Candeias,Friday,11,Vandalismo,1.7590484410790654
Candeias,Friday,11,Estupro,1.722929743210566
Candeias,Friday,11,Lesão corporal,1.7360215098806078
Candeias,Friday,11,Sequestro,1.7197185307893839
Candeias,Friday,11,Latrocínio,1.7455516763668926
Candeias,Friday,11,Furto,1.7312839394574753
Candeias,Friday,12,Homicídio,1.759308069148835
Candeias,Friday,12,Roubo,1.754075349945586
Candeias,Friday,12,Tráfico de drogas,1.7133405783235212
Candeias,Friday,12,Violência doméstica,1.7377760261216915
Candeias,Friday,12,Vandalismo,1.7616254230074455
Candeias,Friday,12,Estupro,1.7254538117401388
Candeias,Friday,12,Lesão corporal,1.73856475766945
Candeias,Friday,12,Sequestro,1.722237894936642
Candeias,Friday,12,Latrocínio,1.7481088857194054
Candeias,Friday,12,Furto,1.7338202467703878
Candeias,Friday,13,Homicídio,1.7618854314287895
Candeias,Friday,13,Roubo,1.756645046363414
Candeias,Friday,13,Tráfico de drogas,1.7158505988575727
Candeias,Friday,13,Violência doméstica,1.7403218442528512
Candeias,Friday,13,Vandalismo,1.7642061801791353
Candeias,Friday,13,Estupro,1.7279815779956156
Candeias,Friday,13,Lesão corporal,1.7411117312815494
Candeias,Friday,13,Sequestro,1.7247609499179477
Candeias,Friday,13,Latrocínio,1.7506698413486752
Candeias,Friday,13,Furto,1.7363602697388547
Candeias,Friday,14,Homicídio,1.7644665695092636
Candeias,Friday,14,Roubo,1.7592185073513784
Candeias,Friday,14,Tráfico de drogas,1.7183642965374066
Candeias,Friday,14,Violência doméstica,1.742871391972784
Candeias,Friday,14,Vandalismo,1.7667907181248155
Candeias,Friday,14,Estupro,1.7305130473941144
Candeias,Friday,14,Lesão corporal,1.7436624361751851
Candeias,Friday,14,Sequestro,1.7272877011403232
Candeias,Friday,14,Latrocínio,1.7532345487429455
Candeias,Friday,14,Furto,1.7389040138062604
Candeias,Friday,15,Homicídio,1.7670514889217541
Candeias,Friday,15,Roubo,1.7617957384245235
Candeias,Friday,15,Tráfico de drogas,1.7208816767499913
Candeias,Friday,15,Violência doméstica,1.7454246747452866
Candeias,Friday,15,Vandalismo,1.7693790423832674
Candeias,Friday,15,Estupro,1.7330482253606885
Candeias,Friday,15,Lesão corporal,1.7462168778166345
Candeias,Friday,15,Sequestro,1.7298181540187105
Candeias,Friday,15,Latrocínio,1.7558030133985014
Candeias,Friday,15,Furto,1.741451484423964
Candeias,Friday,16,Homicídio,1.76964019520586
Candeias,Friday,16,Roubo,1.764376745105972
Candeias,Friday,16,Tráfico de drogas,1.723402744890187
Candeias,Friday,16,Violência doméstica,1.7479816980421594
Candeias,Friday,16,Vandalismo,1.7719711585013882
Candeias,Friday,16,Estupro,1.7355871173283401
Candeias,Friday,16,Lesão corporal,1.7487750616801812
Candeias,Friday,16,Sequestro,1.732352313975986
Candeias,Friday,16,Latrocínio,1.7583752408196789
Candeias,Friday,16,Furto,1.7440026870513108
Candeias,Friday,17,Homicídio,1.7722326939092972
Candeias,Friday,17,Roubo,1.766961532926939
Candeias,Friday,17,Tráfico de drogas,1.7259275063607569
Candeias,Friday,17,Violência doméstica,1.75054246734322
Candeias,Friday,17,Vandalismo,1.7745670720342
Candeias,Friday,17,Estupro,1.7381297287380297
Candeias,Friday,17,Lesão corporal,1.75133699324813
Candeias,Friday,17,Sequestro,1.7348901864429684
Candeias,Friday,17,Latrocínio,1.7609512365188784
Candeias,Friday,17,Furto,1.7465576271556438
Candeias,Friday,18,Homicídio,1.7748289905879076
Candeias,Friday,18,Roubo,1.769550107426742
Candeias,Friday,18,Tráfico de drogas,1.7284559665723798
Candeias,Friday,18,Violência doméstica,1.753106988136313
Candeias,Friday,18,Vandalismo,1.7771667885448637
Candeias,Friday,18,Estupro,1.740676065038689
Candeias,Friday,18,Lesão corporal,1.7539026780108162
Candeias,Friday,18,Sequestro,1.7374317768584349
Candeias,Friday,18,Latrocínio,1.7635310060165754
Candeias,Friday,18,Furto,1.7491163102123157
Candeias,Friday,19,Homicídio,1.7774290908056734
Candeias,Friday,19,Roubo,1.7721424741528138
Candeias,Friday,19,Tráfico de drogas,1.7309881309436606
Candeias,Friday,19,Violência doméstica,1.7556752659173234
Candeias,Friday,19,Vandalismo,1.7797703136046896
Candeias,Friday,19,Estupro,1.7432261316872326
Candeias,Friday,19,Lesão corporal,1.7564721214666195
Candeias,Friday,19,Sequestro,1.739977090669128
Candeias,Friday,19,Latrocínio,1.766114554841334
Candeias,Friday,19,Furto,1.7516787417047008
Candeias,Friday,20,Homicídio,1.7800330001347269
Candeias,Friday,20,Roubo,1.7747386386607136
Candeias,Friday,20,Tráfico de drogas,1.733524004901143
Candeias,Friday,20,Violência doméstica,1.7582473061901867
Candeias,Friday,20,Vandalismo,1.7823776527931507
Candeias,Friday,20,Estupro,1.7457799341485691
Candeias,Friday,20,Lesão corporal,1.7590453291219732
Candeias,Friday,20,Sequestro,1.7425261333297721
Candeias,Friday,20,Latrocínio,1.7687018885298154
Candeias,Friday,20,Furto,1.7542449271242062
Candeias,Friday,21,Homicídio,1.7826407241553648
Candeias,Friday,21,Roubo,1.7773386065141408
Candeias,Friday,21,Tráfico de drogas,1.7360635938793194
Candeias,Friday,21,Violência doméstica,1.7608231144669022
Candeias,Friday,21,Vandalismo,1.7849888116978925
Candeias,Friday,21,Estupro,1.7483374778956131
Candeias,Friday,21,Lesão corporal,1.7616223064913787
Candeias,Friday,21,Sequestro,1.7450789103030804
Candeias,Friday,21,Latrocínio,1.7712930126267943
Candeias,Friday,21,Furto,1.7568148719702834
Candeias,Friday,22,Homicídio,1.7852522684560574
Candeias,Friday,22,Roubo,1.7799423832849437
Candeias,Friday,22,Tráfico de drogas,1.738606903320645
Candeias,Friday,22,Violência doméstica,1.763402696267544
Candeias,Friday,22,Vandalismo,1.7876037959147482
Candeias,Friday,22,Estupro,1.7508987684092971
Candeias,Friday,22,Lesão corporal,1.7642030590974151
Candeias,Friday,22,Sequestro,1.7476354270597707
Candeias,Friday,22,Latrocínio,1.7738879326851666
Candeias,Friday,22,Furto,1.7593885817504413
Candeias,Friday,23,Homicídio,1.7878676386334635
Candeias,Friday,23,Roubo,1.782549974553135
Candeias,Friday,23,Tráfico de drogas,1.7411539386755472
Candeias,Friday,23,Violência doméstica,1.7659860571202732
Candeias,Friday,23,Vandalismo,1.7902226110477468
Candeias,Friday,23,Estupro,1.7534638111785832
Candeias,Friday,23,Lesão corporal,1.7667875924707532
Candeias,Friday,23,Sequestro,1.7501956890785737
Candeias,Friday,23,Latrocínio,1.7764866542659647
Candeias,Friday,23,Furto,1.7619660619802568
Candeias,Saturday,0,Homicídio,1.7172082031315095
Candeias,Saturday,0,Roubo,1.7121007017802252
Candeias,Saturday,0,Tráfico de drogas,1.672340704535433
Candeias,Saturday,0,Violência doméstica,1.6961914172912216
Candeias,Saturday,0,Vandalismo,1.7194701032076511
Candeias,Saturday,0,Estupro,1.684164070865769
Candeias,Saturday,0,Lesão corporal,1.6969612746616451
Candeias,Saturday,0,Sequestro,1.681025110263931
Candeias,Saturday,0,Latrocínio,1.7062770137675596
Candeias,Saturday,0,Furto,1.69233029889419
Candeias,Saturday,1,Homicídio,1.719723889683053
Candeias,Saturday,1,Roubo,1.7146089059120841
Candeias,Saturday,1,Tráfico de drogas,1.6747906608146577
Candeias,Saturday,1,Violência doméstica,1.698676314538708
Candeias,Saturday,1,Vandalismo,1.7219891034118966
Candeias,Saturday,1,Estupro,1.6866313482150985
Candeias,Saturday,1,Lesão corporal,1.699447299739659
Candeias,Saturday,1,Sequestro,1.6834877890788735
Candeias,Saturday,1,Latrocínio,1.708776686276062
Candeias,Saturday,1,Furto,1.694809539655988
Candeias,Saturday,2,Homicídio,1.7222432616810168
Candeias,Saturday,2,Roubo,1.7171207845287209
Candeias,Saturday,2,Tráfico de drogas,1.6772442062463524
Candeias,Saturday,2,Violência doméstica,1.7011648521267053
Candeias,Saturday,2,Vandalismo,1.7245117939170185
Candeias,Saturday,2,Estupro,1.6891022400920293
Candeias,Saturday,2,Lesão corporal,1.70193696681044
Candeias,Saturday,2,Sequestro,1.685954075684627
Candeias,Saturday,2,Latrocínio,1.7112800207706307
Candeias,Saturday,2,Furto,1.6972924124716224
Candeias,Saturday,3,Homicídio,1.72476632452453
Candeias,Saturday,3,Roubo,1.7196363430132058
Candeias,Saturday,3,Tráfico de drogas,1.679701346088576
Candeias,Saturday,3,Violência doméstica,1.7036570353882627
Candeias,Saturday,3,Vandalismo,1.7270381801292574
Candeias,Saturday,3,Estupro,1.691576751791794
Candeias,Saturday,3,Lesão corporal,1.704430281209458
