bairro,dia_semana,hora_dia,pred_count,risco_norm
Aurora,Sunday,17,16.407059292854367,0.08403095718349209
Aurora,Sunday,18,16.431095410512164,0.08516014453538294
Aurora,Sunday,19,16.455166740753874,0.08629098613131389
Aurora,Sunday,20,16.47927333516545,0.08742348439472966
Aurora,Sunday,21,16.503415245408412,0.08855764175262544
Aurora,Sunday,22,16.527592523219976,0.08969346063555195
Aurora,Sunday,23,16.551805220413147,0.0908309434776208
Aurora,Thursday,0,15.976772473490652,0.06381660971572449
Aurora,Thursday,1,16.000178226838052,0.06491618332480893
Aurora,Thursday,2,16.02361826929426,0.06601736779420468
Aurora,Thursday,3,16.047092651092353,0.0671201654838001
Aurora,Thursday,4,16.070601422539,0.06822457875694096
Aurora,Thursday,5,16.09414463401456,0.06933060998043487
Aurora,Thursday,6,16.11772233597321,0.07043826152455687
Aurora,Thursday,7,16.141334578943034,0.07154753576305485
Aurora,Thursday,8,16.164981413526142,0.07265843507315367
Aurora,Thursday,9,16.188662890398778,0.07377096183556121
Aurora,Thursday,10,16.212379060311417,0.07488511843447265
Aurora,Thursday,11,16.23612997408889,0.07600090725757624
Aurora,Thursday,12,16.259915682630485,0.07711833069605817
Aurora,Thursday,13,16.28373623691006,0.07823739114460775
Aurora,Thursday,14,16.30759168797614,0.0793580910014222
Aurora,Thursday,15,16.33148208695204,0.08048043266821224
Aurora,Thursday,16,16.355407485035972,0.08160441855020706
Aurora,Thursday,17,16.37936793350115,0.08273005105615944
Aurora,Thursday,18,16.403363483695905,0.083857332598351
Aurora,Thursday,19,16.42739418704379,0.08498626559259737
Aurora,Thursday,20,16.451460095043696,0.08611685245825311
Aurora,Thursday,21,16.47556125926996,0.0872490956182175
Aurora,Thursday,22,16.49969773137246,0.08838299749893867
Aurora,Thursday,23,16.523869563076765,0.08951856053042022
Aurora,Tuesday,0,16.28013745303759,0.07806832468850047
Aurora,Tuesday,1,16.303987631934472,0.07918877686526696
Aurora,Tuesday,2,16.327872751017523,0.08031087048916129
Aurora,Tuesday,3,16.351792861473633,0.08143460796488089
Aurora,Tuesday,4,16.37574801456469,0.0825599917006463
Aurora,Tuesday,5,16.399738261627668,0.08368702410820592
Aurora,Tuesday,6,16.423763654074765,0.08481570760284157
Aurora,Tuesday,7,16.447824243393484,0.0859460446033731
Aurora,Tuesday,8,16.47192008114676,0.08707803753216403
Aurora,Tuesday,9,16.496051218973072,0.08821168881512688
Aurora,Tuesday,10,16.52021770858654,0.08934700088172748
Aurora,Tuesday,11,16.54441960177705,0.09048397616499142
Aurora,Tuesday,12,16.56865695041036,0.09162261710150825
Aurora,Tuesday,13,16.592929806428213,0.09276292613143744
Aurora,Tuesday,14,16.617238221848435,0.09390490569851281
Aurora,Tuesday,15,16.641582248765065,0.09504855825004839
Aurora,Tuesday,16,16.665961939348463,0.0961938862369438
Aurora,Tuesday,17,16.690377345845413,0.09734089211368886
Aurora,Tuesday,18,16.71482852057924,0.09848957833836933
Aurora,Tuesday,19,16.73931551594992,0.09963994737267183
Aurora,Tuesday,20,16.763838384434194,0.10079200168188947
Aurora,Tuesday,21,16.78839717858569,0.10194574373492706
Aurora,Tuesday,22,16.812991951035016,0.10310117600430622
Aurora,Tuesday,23,16.83762275448989,0.10425830096617084
Aurora,Wednesday,0,16.080771720179865,0.0687023668766586
Aurora,Wednesday,1,16.104329831002488,0.06980909805321865
Aurora,Wednesday,2,16.127922454135543,0.0709174505758288
Aurora,Wednesday,3,16.151549640139088,0.07202742681973857
Aurora,Wednesday,4,16.17521143964726,0.07313902916367776
Aurora,Wednesday,5,16.198907903368365,0.0742522599898604
Aurora,Wednesday,6,16.222639082085003,0.07536712168399079
Aurora,Wednesday,7,16.24640502665417,0.07648361663526829
Aurora,Wednesday,8,16.270205788007363,0.07760174723639225
Aurora,Wednesday,9,16.294041417150698,0.07872151588356742
Aurora,Wednesday,10,16.317911965165006,0.07984292497650872
Aurora,Wednesday,11,16.341817483205958,0.0809659769184468
Aurora,Wednesday,12,16.365758022504167,0.08209067411613315
Aurora,Wednesday,13,16.389733634365296,0.08321701897984492
Aurora,Wednesday,14,16.413744370170168,0.08434501392339018
Aurora,Wednesday,15,16.43779028137488,0.08547466136411339
Aurora,Wednesday,16,16.461871419510917,0.08660596372290044
Aurora,Wednesday,17,16.48598783618525,0.08773892342418363
Aurora,Wednesday,18,16.510139583080452,0.08887354289594704
Aurora,Wednesday,19,16.534326711954815,0.09000982456973163
Aurora,Wednesday,20,16.55854927464246,0.09114777088064088
Aurora,Wednesday,21,16.582807323053434,0.09228738426734533
Aurora,Wednesday,22,16.607100909173838,0.09342866717208817
Aurora,Wednesday,23,16.63143008506593,0.09457162204069051
Boa Viagem,Friday,0,20.92740656778616,0.296391332585112
Boa Viagem,Friday,1,20.95806493243015,0.29783162498501303
Boa Viagem,Friday,2,20.988768211159393,0.29927402739359804
Boa Viagem,Friday,3,21.019516469772405,0.3007185429020009
Boa Viagem,Friday,4,21.050309774164102,0.3021651746058838
Boa Viagem,Friday,5,21.081148190325937,0.3036139256054445
Boa Viagem,Friday,6,21.112031784346033,0.3050647990054219
Boa Viagem,Friday,7,21.14296062240934,0.30651779791510386
Boa Viagem,Friday,8,21.173934770797757,0.30797292544833277
Boa Viagem,Friday,9,21.204954295890296,0.30943018472351336
Boa Viagem,Friday,10,21.236019264163208,0.3108895788636183
Boa Viagem,Friday,11,21.26712974219013,0.31235111099619556
Boa Viagem,Friday,12,21.298285796642226,0.3138147842533748
Boa Viagem,Friday,13,21.32948749428834,0.31528060177187434
Boa Viagem,Friday,14,21.36073490199513,0.3167485666930078
Boa Viagem,Friday,15,21.392028086727205,0.3182186821626906
Boa Viagem,Friday,16,21.423367115547286,0.31969095133144715
Boa Viagem,Friday,17,21.454752055616332,0.3211653773544169
Boa Viagem,Friday,18,21.486182974193696,0.3226419633913619
Boa Viagem,Friday,19,21.51765993863727,0.3241207126066734
Boa Viagem,Friday,20,21.54918301640361,0.3256016281693777
Boa Viagem,Friday,21,21.580752275048106,0.3270847132531442
Boa Viagem,Friday,22,21.612367782225117,0.32856997103629193
Boa Viagem,Friday,23,21.64402960568811,0.3300574047017955
Boa Viagem,Monday,0,21.01623617135367,0.30056443850221387
Boa Viagem,Monday,1,21.04702467015301,0.3020108444452571
Boa Viagem,Monday,2,21.07785827368236,0.3034593693532413
Boa Viagem,Monday,3,21.10873704801953,0.3049100163304213
Boa Viagem,Monday,4,21.139661059339144,0.30636278848559956
Boa Viagem,Monday,5,21.17063037391275,0.30781768893213246
Boa Viagem,Monday,6,21.20164505810901,0.30927472078793816
Boa Viagem,Monday,7,21.232705178393793,0.31073388717550204
Boa Viagem,Monday,8,21.263810801330347,0.3121951912218836
Boa Viagem,Monday,9,21.29496199357944,0.3136586360587243
Boa Viagem,Monday,10,21.32615882189949,0.3151242248222525
Boa Viagem,Monday,11,21.357401353146717,0.3165919606532917
Boa Viagem,Monday,12,21.388689654275282,0.31806184669726634
Boa Viagem,Monday,13,21.42002379233744,0.3195338861042091
Boa Viagem,Monday,14,21.45140383448367,0.32100808202876735
Boa Viagem,Monday,15,21.482829847962833,0.3224844376302099
Boa Viagem,Monday,16,21.514301900122298,0.32396295607243386
Boa Viagem,Monday,17,21.5458200584081,0.3254436405239712
Boa Viagem,Monday,18,21.57738439036509,0.3269264941579962
Boa Viagem,Monday,19,21.608994963637063,0.3284115201523315
Boa Viagem,Monday,20,21.640651845966914,0.3298987216894554
Boa Viagem,Monday,21,21.672355105196782,0.33138810195650825
Boa Viagem,Monday,22,21.704104809268184,0.33287966414529935
Boa Viagem,Monday,23,21.735901026222187,0.3343734114523147
Boa Viagem,Saturday,0,20.78862237034353,0.289871421065886
Boa Viagem,Saturday,1,20.819077418034784,0.2913021618845074
Boa Viagem,Saturday,2,20.84957708195473,0.29273499871887676
Boa Viagem,Saturday,3,20.880121427465536,0.29416993463962837
Boa Viagem,Saturday,4,20.91071052002512,0.29560697272189523
Boa Viagem,Saturday,5,20.941344425187296,0.2970461160453151
Boa Viagem,Saturday,6,20.972023208601918,0.2984873676940377
Boa Viagem,Saturday,7,21.002746936015008,0.29993073075673055
Boa Viagem,Saturday,8,21.03351567326891,0.30137620832658624
Boa Viagem,Saturday,9,21.064329486302427,0.30282380350132904
Boa Viagem,Saturday,10,21.095188441150963,0.3042735193832213
Boa Viagem,Saturday,11,21.126092603946656,0.30572535907906967
Boa Viagem,Saturday,12,21.15704204091853,0.30717932570023265
Boa Viagem,Saturday,13,21.18803681839264,0.30863542236262703
Boa Viagem,Saturday,14,21.219077002792197,0.31009365218673385
Boa Viagem,Saturday,15,21.250162660637727,0.3115540182976059
Boa Viagem,Saturday,16,21.281293858547212,0.31301652382487427
Boa Viagem,Saturday,17,21.312470663236216,0.31448117190275443
Boa Viagem,Saturday,18,21.343693141518052,0.31594796567005407
Boa Viagem,Saturday,19,21.37496136030391,0.3174169082701787
Boa Viagem,Saturday,20,21.406275386603,0.318888002851139
Boa Viagem,Saturday,21,21.437635287522706,0.3203612525655577
Boa Viagem,Saturday,22,21.46904113026872,0.3218366605706758
Boa Viagem,Saturday,23,21.500492982145186,0.3233142300283593
Boa Viagem,Sunday,0,20.764851239523182,0.28875468247088365
Boa Viagem,Sunday,1,20.795271462832623,0.2901837872827239
Boa Viagem,Sunday,2,20.825736251353515,0.2916149857135846
Boa Viagem,Sunday,3,20.85624567037328,0.2930482808305887
Boa Viagem,Sunday,4,20.88679978527499,0.29448367570535294
Boa Viagem,Sunday,5,20.917398661537504,0.2959211734139937
Boa Viagem,Sunday,6,20.948042364735603,0.297360777037134
Boa Viagem,Sunday,7,20.97873096054013,0.29880248965990946
Boa Viagem,Sunday,8,21.009464514718147,0.30024631437197613
Boa Viagem,Sunday,9,21.040243093133054,0.3016922542675158
Boa Viagem,Sunday,10,21.071066761744742,0.3031403124452433
Boa Viagem,Sunday,11,21.10193558660973,0.304590492008413
Boa Viagem,Sunday,12,21.13284963388132,0.3060427960648259
Boa Viagem,Sunday,13,21.163808969809715,0.3074972277268352
Boa Viagem,Sunday,14,21.194813660742177,0.30895379011135427
Boa Viagem,Sunday,15,21.22586377312317,0.3104124863398624
Boa Viagem,Sunday,16,21.256959373494492,0.31187331953841185
Boa Viagem,Sunday,17,21.288100528495434,0.3133362928376347
Boa Viagem,Sunday,18,21.319287304862897,0.31480140937274886
Boa Viagem,Sunday,19,21.350519769431564,0.3162686722835658
Boa Viagem,Sunday,20,21.38179798913403,0.3177380847144968
Boa Viagem,Sunday,21,21.41312203100093,0.3192096498145591
Boa Viagem,Sunday,22,21.444491962161116,0.3206833707373837
Boa Viagem,Sunday,23,21.47590784984178,0.32215925064122164
Boa Viagem,Thursday,0,20.729804925169937,0.2871082495709666
Boa Viagem,Thursday,1,20.760173806107765,0.2885349423811073
Boa Viagem,Thursday,2,20.790587177041175,0.289963725276719
Boa Viagem,Thursday,3,20.82104510314739,0.29139460131974787
Boa Viagem,Thursday,4,20.851547649699143,0.2928275735766268
Boa Viagem,Thursday,5,20.882094882064763,0.2942626451182799
Boa Viagem,Thursday,6,20.91268686570837,0.29569981902013115
Boa Viagem,Thursday,7,20.94332366618996,0.29713909836210906
Boa Viagem,Thursday,8,20.974005349165605,0.2985804862286551
Boa Viagem,Thursday,9,21.004731980387533,0.30002398570872857
Boa Viagem,Thursday,10,21.03550362570432,0.30146959989581484
Boa Viagem,Thursday,11,21.066320351060988,0.30291733188793035
Boa Viagem,Thursday,12,21.09718222249919,0.3043671847876308
Boa Viagem,Thursday,13,21.12808930615731,0.3058191617020167
Boa Viagem,Thursday,14,21.15904166827064,0.3072732657427405
Boa Viagem,Thursday,15,21.190039375171494,0.30872950002601346
Boa Viagem,Thursday,16,21.221082493289366,0.3101878676726114
Boa Viagem,Thursday,17,21.252171089151073,0.311648371807883
Boa Viagem,Thursday,18,21.28330522938088,0.31311101556175436
Boa Viagem,Thursday,19,21.314484980700673,0.31457580206873803
Boa Viagem,Thursday,20,21.345710409930067,0.31604273446793757
Boa Viagem,Thursday,21,21.37698158398658,0.31751181590305605
Boa Viagem,Thursday,22,21.408298569885762,0.31898304952240175
Boa Viagem,Thursday,23,21.43966143474133,0.3204564384788949
Boa Viagem,Tuesday,0,21.123419897002993,0.30559979858219316
Boa Viagem,Tuesday,1,21.154365418495722,0.3070535812589443
Boa Viagem,Tuesday,2,21.185356274754557,0.3085094937074504
Boa Viagem,Tuesday,3,21.216392532194316,0.3099675390477983
Boa Viagem,Tuesday,4,21.247474257327106,0.31142772040464517
Boa Viagem,Tuesday,5,21.278601516762475,0.3128900409072261
Boa Viagem,Tuesday,6,21.309774377207557,0.3143545036893604
Boa Viagem,Tuesday,7,21.340992905467207,0.3158211118894584
Boa Viagem,Tuesday,8,21.372257168444147,0.31728986865052783
Boa Viagem,Tuesday,9,21.403567233139118,0.31876077712018147
Boa Viagem,Tuesday,10,21.434923166651007,0.32023384045064285
Boa Viagem,Tuesday,11,21.466325036177004,0.3217090617987536
Boa Viagem,Tuesday,12,21.497772909012742,0.32318644432598
Boa Viagem,Tuesday,13,21.529266852552443,0.32466599119842005
Boa Viagem,Tuesday,14,21.560806934289058,0.3261477055868099
Boa Viagem,Tuesday,15,21.592393221814415,0.3276315906665308
Boa Viagem,Tuesday,16,21.624025782819363,0.32911764961761586
Boa Viagem,Tuesday,17,21.655704685093916,0.3306058856247569
Boa Viagem,Tuesday,18,21.687429996527403,0.3320963018773113
Boa Viagem,Tuesday,19,21.719201785108606,0.33358890156930887
Boa Viagem,Tuesday,20,21.751020118925908,0.33508368789945836
Boa Viagem,Tuesday,21,21.782885066167452,0.33658066407115506
Boa Viagem,Tuesday,22,21.814796695121263,0.3380798332924868
Boa Viagem,Tuesday,23,21.84675507417541,0.33958119877624116
Boa Viagem,Wednesday,0,20.864743574375158,0.29344750194662406
Boa Viagem,Wednesday,1,20.895310138590105,0.29488348167486783
Boa Viagem,Wednesday,2,20.92592148240393,0.2963215650937905
Boa Viagem,Wednesday,3,20.95657767141813,0.2977617552852702
Boa Viagem,Wednesday,4,20.987278771330313,0.2992040553356999
Boa Viagem,Wednesday,5,21.018024847934328,0.30064846833599396
Boa Viagem,Wednesday,6,21.04881596712042,0.30209499738159545
Boa Viagem,Wednesday,7,21.079652194875347,0.3035436455724815
Boa Viagem,Wednesday,8,21.11053359728255,0.30499441601317095
Boa Viagem,Wednesday,9,21.141460240522285,0.30644731181273116
Boa Viagem,Wednesday,10,21.17243219087174,0.30790233608478323
Boa Viagem,Wednesday,11,21.20344951470522,0.3093594919475109
Boa Viagem,Wednesday,12,21.234512278494257,0.310818782523665
Boa Viagem,Wednesday,13,21.265620548807767,0.3122802109405717
Boa Viagem,Wednesday,14,21.296774392312184,0.31374378033013833
Boa Viagem,Wednesday,15,21.327973875771608,0.3152094938288606
Boa Viagem,Wednesday,16,21.359219066047956,0.31667735457782936
Boa Viagem,Wednesday,17,21.390510030101083,0.3181473657227366
Boa Viagem,Wednesday,18,21.42184683498895,0.3196195304138831
Boa Viagem,Wednesday,19,21.453229547867753,0.3210938518061846
Boa Viagem,Wednesday,20,21.48465823599207,0.32257033305917887
Boa Viagem,Wednesday,21,21.516132966715013,0.3240489773370324
Boa Viagem,Wednesday,22,21.547653807488352,0.3255297878085469
Boa Viagem,Wednesday,23,21.579220825862688,0.3270127676471667
Boa Vista,Friday,0,34.39364242285841,0.9290185905147691
Boa Vista,Friday,1,34.44402863901088,0.9313856732025404
Boa Vista,Friday,2,34.49448867028147,0.9337562236341024
Boa Vista,Friday,3,34.545022624808325,0.9361302468896526
Boa Vista,Friday,4,34.59563061088801,0.9385077480568309
Boa Vista,Friday,5,34.64631273697572,0.9408887322307298
Boa Vista,Friday,6,34.69706911168557,0.9432732045139066
Boa Vista,Friday,7,34.747899843790776,0.945661170016394
Boa Vista,Friday,8,34.7988050422239,0.9480526338557104
Boa Vista,Friday,9,34.8497848160771,0.9504476011568717
Boa Vista,Friday,10,34.90083927460234,0.9528460770524013
Boa Vista,Friday,11,34.95196852721165,0.9552480666823421
Boa Vista,Friday,12,35.00317268347734,0.957653575194267
Boa Vista,Friday,13,35.05445185313224,0.9600626077432901
Boa Vista,Friday,14,35.10580614606995,0.9624751694920778
Boa Vista,Friday,15,35.15723567234504,0.9648912656108587
Boa Vista,Friday,16,35.20874054217333,0.9673109012774377
Boa Vista,Friday,17,35.26032086593209,0.9697340816772028
Boa Vista,Friday,18,35.3119767541603,0.9721608120031405
Boa Vista,Friday,19,35.363708317558874,0.9745910974558439
Boa Vista,Friday,20,35.415515666990906,0.9770249432435252
Boa Vista,Friday,21,35.467398913481894,0.9794623545820262
Boa Vista,Friday,22,35.519358168219995,0.9819033366948304
Boa Vista,Friday,23,35.57139354255625,0.9843478948130732
Boa Vista,Monday,0,34.53963154061025,0.9358769803606686
Boa Vista,Monday,1,34.59023162882525,0.9382541104958426
Boa Vista,Monday,2,34.640905845478024,0.9406347230941807
Boa Vista,Monday,3,34.69165429916572,0.9430188232574438
Boa Vista,Monday,4,34.74247709864458,0.9454064160948668
Boa Vista,Monday,5,34.79337435283016,0.9477975067231694
Boa Vista,Monday,6,34.84434617079761,0.9501921002665676
Boa Vista,Monday,7,34.89539266178184,0.9525902018567847
Boa Vista,Monday,8,34.9465139351778,0.9549918166330604
Boa Vista,Monday,9,34.997710100540694,0.9573969497421648
Boa Vista,Monday,10,35.04898126758624,0.9598056063384074
Boa Vista,Monday,11,35.10032754619088,0.9622177915836488
Boa Vista,Monday,12,35.15174904639201,0.9646335106473111
Boa Vista,Monday,13,35.20324587838826,0.9670527687063906
Boa Vista,Monday,14,35.25481815253966,0.969475570945467
Boa Vista,Monday,15,35.30646597936795,0.9719019225567153
Boa Vista,Monday,16,35.358189469556756,0.9743318287399173
Boa Vista,Monday,17,35.40998873395188,0.9767652947024725
Boa Vista,Monday,18,35.46186388356149,0.9792023256594091
Boa Vista,Monday,19,35.513815029556405,0.9816429268333954
Boa Vista,Monday,20,35.565842283270264,0.9840871034547496
Boa Vista,Monday,21,35.61794575619985,0.9865348607614539
Boa Vista,Monday,22,35.67012556000528,0.9889862039991637
Boa Vista,Monday,23,35.722381806510235,0.9914411384212185
Boa Vista,Saturday,0,34.165554243593384,0.9183032873693654
Boa Vista,Saturday,1,34.215606313680105,0.9206546722844557
Boa Vista,Saturday,2,34.26573170936553,0.9230095019463145
Boa Vista,Saturday,3,34.31593053807066,0.9253677814014485
Boa Vista,Saturday,4,34.36620290737386,0.9277295157037577
Boa Vista,Saturday,5,34.416548925011114,0.9300947099145466
Boa Vista,Saturday,6,34.466968698876215,0.9324633691025332
Boa Vista,Saturday,7,34.51746233702103,0.934835498343862
Boa Vista,Saturday,8,34.56802994765572,0.9372111027221135
Boa Vista,Saturday,9,34.618671639148964,0.9395901873283158
Boa Vista,Saturday,10,34.66938752002822,0.9419727572609558
Boa Vista,Saturday,11,34.720177698979924,0.9443588176259885
Boa Vista,Saturday,12,34.77104228484973,0.9467483735368499
Boa Vista,Saturday,13,34.821981386642754,0.9491414301144668
Boa Vista,Saturday,14,34.87299511352382,0.9515379924872688
Boa Vista,Saturday,15,34.924083574817644,0.9539380657911967
Boa Vista,Saturday,16,34.97524688000913,0.9563416551697176
Boa Vista,Saturday,17,35.02648513874357,0.9587487657738325
Boa Vista,Saturday,18,35.07779846082687,0.9611594027620889
Boa Vista,Saturday,19,35.12918695622581,0.9635735713005907
Boa Vista,Saturday,20,35.18065073506827,0.9659912765630113
Boa Vista,Saturday,21,35.23218990764348,0.9684125237306033
Boa Vista,Saturday,22,35.28380458440221,0.9708373179922085
Boa Vista,Saturday,23,35.335494875957075,0.9732656645442719
Boa Vista,Sunday,0,34.126487015135154,0.9164679568523277
Boa Vista,Sunday,1,34.17648185226605,0.918816653033291
Boa Vista,Sunday,2,34.226549931150146,0.9211687900220635
Boa Vista,Sunday,3,34.27669135908562,0.9235243728593823
Boa Vista,Sunday,4,34.32690624352782,0.9258834065933683
Boa Vista,Sunday,5,34.37719469208953,0.9282458962795375
Boa Vista,Sunday,6,34.42755681254119,0.9306118469808136
Boa Vista,Sunday,7,34.477992712811094,0.9329812637675353
Boa Vista,Sunday,8,34.528502500985674,0.9353541517174709
Boa Vista,Sunday,9,34.57908628530971,0.9377305159158273
Boa Vista,Sunday,10,34.62974417418653,0.9401103614552605
Boa Vista,Sunday,11,34.68047627617831,0.9424936934358883
Boa Vista,Sunday,12,34.73128270000624,0.9448805169652985
Boa Vista,Sunday,13,34.7821635545508,0.9472708371585631
Boa Vista,Sunday,14,34.83311894885196,0.9496646591382462
Boa Vista,Sunday,15,34.884148992109466,0.9520619880344178
Boa Vista,Sunday,16,34.935253793683,0.9544628289846622
Boa Vista,Sunday,17,34.98643346309248,0.9568671871340904
Boa Vista,Sunday,18,35.037688110018266,0.9592750676353514
Boa Vista,Sunday,19,35.08901784430139,0.9616864756486425
Boa Vista,Sunday,20,35.140422775943804,0.9641014163417208
Boa Vista,Sunday,21,35.191903015108615,0.9665198948899136
Boa Vista,Sunday,22,35.24345867212032,0.9689419164761307
Boa Vista,Sunday,23,35.29508985746502,0.9713674862908741
Boa Vista,Thursday,0,34.06888931901355,0.9137620876730981
Boa Vista,Thursday,1,34.118799776306716,0.9161068197926903
Boa Vista,Thursday,2,34.16878335173777,0.9184549869127959
Boa Vista,Thursday,3,34.2188401524238,0.9208065940656446
Boa Vista,Thursday,4,34.268970285638794,0.9231616462908366
Boa Vista,Thursday,5,34.319173858813905,0.9255201486353561
Boa Vista,Thursday,6,34.36945097953768,0.9278821061535814
Boa Vista,Thursday,7,34.419801755556264,0.9302475239072937
Boa Vista,Thursday,8,34.47022629477366,0.9326164069656914
Boa Vista,Thursday,9,34.52072470525194,0.9349887604053981
Boa Vista,Thursday,10,34.57129709521151,0.9373645893104756
Boa Vista,Thursday,11,34.62194357303128,0.9397438987724324
Boa Vista,Thursday,12,34.67266424724897,0.9421266938902375
Boa Vista,Thursday,13,34.72345922656127,0.9445129797703286
Boa Vista,Thursday,14,34.77432861982414,0.9469027615266249
Boa Vista,Thursday,15,34.825272536053,0.9492960442805374
Boa Vista,Thursday,16,34.87629108442297,0.9516928331609792
Boa Vista,Thursday,17,34.927384374269124,0.9540931333043785
Boa Vista,Thursday,18,34.978552515086704,0.9564969498546874
Boa Vista,Thursday,19,35.02979561653135,0.9589042879633933
Boa Vista,Thursday,20,35.08111378841937,0.9613151527895321
Boa Vista,Thursday,21,35.13250714072793,0.9637295494996958
Boa Vista,Thursday,22,35.18397578359532,0.9661474832680468
Boa Vista,Thursday,23,35.235519827321184,0.9685689592763269
Boa Vista,Tuesday,0,34.71578517539494,0.9441524622508959
